"District","FIPS","Year","Incident Type","Measure Type","Variable","Value","R#","Region"
"Vernon School District",901378250,"2012-2013","Bullying","Number","Students with at least 1 incident",12,4,"North Central"
"Vernon School District",901378250,"2012-2013","Bullying","Number","Total Incidents",15,4,"North Central"
"Vernon School District",901378250,"2013-2014","Bullying","Number","Students with at least 1 incident",7,4,"North Central"
"Vernon School District",901378250,"2013-2014","Bullying","Number","Total Incidents",8,4,"North Central"
"Vernon School District",901378250,"2014-2015","Bullying","Number","Students with at least 1 incident",7,4,"North Central"
"Vernon School District",901378250,"2014-2015","Bullying","Number","Total Incidents",9,4,"North Central"
"Vernon School District",901378250,"2015-2016","Bullying","Number","Students with at least 1 incident",-9999,4,"North Central"
"Vernon School District",901378250,"2015-2016","Bullying","Number","Total Incidents",-9999,4,"North Central"
"Vernon School District",NA,"2016-2017","Bullying","Number","Students with at least 1 incident",-6666,4,"North Central"
"Vernon School District",NA,"2016-2017","Bullying","Number","Total Incidents",-6666,4,"North Central"
"Voluntown School District",NA,"2012-2013","Bullying","Number","Students with at least 1 incident",-6666,3,"Eastern"
"Voluntown School District",NA,"2012-2013","Bullying","Number","Total Incidents",-6666,3,"Eastern"
"Voluntown School District",NA,"2013-2014","Bullying","Number","Students with at least 1 incident",-6666,3,"Eastern"
"Voluntown School District",NA,"2013-2014","Bullying","Number","Total Incidents",-6666,3,"Eastern"
"Voluntown School District",NA,"2014-2015","Bullying","Number","Students with at least 1 incident",-6666,3,"Eastern"
"Voluntown School District",NA,"2014-2015","Bullying","Number","Total Incidents",-6666,3,"Eastern"
"Voluntown School District",NA,"2015-2016","Bullying","Number","Students with at least 1 incident",-6666,3,"Eastern"
"Voluntown School District",NA,"2015-2016","Bullying","Number","Total Incidents",-6666,3,"Eastern"
"Voluntown School District",NA,"2016-2017","Bullying","Number","Students with at least 1 incident",-6666,3,"Eastern"
"Voluntown School District",NA,"2016-2017","Bullying","Number","Total Incidents",-6666,3,"Eastern"
"Wallingford School District",900978740,"2012-2013","Bullying","Number","Students with at least 1 incident",23,6,"Central"
"Wallingford School District",900978740,"2012-2013","Bullying","Number","Total Incidents",26,6,"Central"
"Wallingford School District",900978740,"2013-2014","Bullying","Number","Students with at least 1 incident",10,6,"Central"
"Wallingford School District",900978740,"2013-2014","Bullying","Number","Total Incidents",10,6,"Central"
"Wallingford School District",900978740,"2014-2015","Bullying","Number","Students with at least 1 incident",9,6,"Central"
"Wallingford School District",900978740,"2014-2015","Bullying","Number","Total Incidents",10,6,"Central"
"Wallingford School District",900978740,"2015-2016","Bullying","Number","Students with at least 1 incident",-9999,6,"Central"
"Wallingford School District",900978740,"2015-2016","Bullying","Number","Total Incidents",-9999,6,"Central"
"Wallingford School District",900978740,"2016-2017","Bullying","Number","Students with at least 1 incident",12,6,"Central"
"Wallingford School District",900978740,"2016-2017","Bullying","Number","Total Incidents",13,6,"Central"
"Waterbury School District",900980070,"2012-2013","Bullying","Number","Students with at least 1 incident",34,5,"Western"
"Waterbury School District",900980070,"2012-2013","Bullying","Number","Total Incidents",39,5,"Western"
"Waterbury School District",900980070,"2013-2014","Bullying","Number","Students with at least 1 incident",33,5,"Western"
"Waterbury School District",900980070,"2013-2014","Bullying","Number","Total Incidents",41,5,"Western"
"Waterbury School District",900980070,"2014-2015","Bullying","Number","Students with at least 1 incident",6,5,"Western"
"Waterbury School District",900980070,"2014-2015","Bullying","Number","Total Incidents",7,5,"Western"
"Waterbury School District",900980070,"2015-2016","Bullying","Number","Students with at least 1 incident",7,5,"Western"
"Waterbury School District",900980070,"2015-2016","Bullying","Number","Total Incidents",10,5,"Western"
"Waterbury School District",900980070,"2016-2017","Bullying","Number","Students with at least 1 incident",-9999,5,"Western"
"Waterbury School District",900980070,"2016-2017","Bullying","Number","Total Incidents",-9999,5,"Western"
"Waterford School District",901180280,"2012-2013","Bullying","Number","Students with at least 1 incident",-9999,3,"Eastern"
"Waterford School District",901180280,"2012-2013","Bullying","Number","Total Incidents",-9999,3,"Eastern"
"Waterford School District",901180280,"2013-2014","Bullying","Number","Students with at least 1 incident",6,3,"Eastern"
"Waterford School District",901180280,"2013-2014","Bullying","Number","Total Incidents",8,3,"Eastern"
"Waterford School District",901180280,"2014-2015","Bullying","Number","Students with at least 1 incident",-9999,3,"Eastern"
"Waterford School District",901180280,"2014-2015","Bullying","Number","Total Incidents",-9999,3,"Eastern"
"Waterford School District",NA,"2015-2016","Bullying","Number","Students with at least 1 incident",-6666,3,"Eastern"
"Waterford School District",NA,"2015-2016","Bullying","Number","Total Incidents",-6666,3,"Eastern"
"Waterford School District",901180280,"2016-2017","Bullying","Number","Students with at least 1 incident",-9999,3,"Eastern"
"Waterford School District",901180280,"2016-2017","Bullying","Number","Total Incidents",-9999,3,"Eastern"
"Watertown School District",900580490,"2012-2013","Bullying","Number","Students with at least 1 incident",7,5,"Western"
"Watertown School District",900580490,"2012-2013","Bullying","Number","Total Incidents",9,5,"Western"
"Watertown School District",900580490,"2013-2014","Bullying","Number","Students with at least 1 incident",7,5,"Western"
"Watertown School District",900580490,"2013-2014","Bullying","Number","Total Incidents",7,5,"Western"
"Watertown School District",900580490,"2014-2015","Bullying","Number","Students with at least 1 incident",-9999,5,"Western"
"Watertown School District",900580490,"2014-2015","Bullying","Number","Total Incidents",-9999,5,"Western"
"Watertown School District",900580490,"2015-2016","Bullying","Number","Students with at least 1 incident",-9999,5,"Western"
"Watertown School District",900580490,"2015-2016","Bullying","Number","Total Incidents",-9999,5,"Western"
"Watertown School District",900580490,"2016-2017","Bullying","Number","Students with at least 1 incident",-9999,5,"Western"
"Watertown School District",900580490,"2016-2017","Bullying","Number","Total Incidents",-9999,5,"Western"
"Westbrook School District",900781680,"2012-2013","Bullying","Number","Students with at least 1 incident",-9999,3,"Eastern"
"Westbrook School District",900781680,"2012-2013","Bullying","Number","Total Incidents",-9999,3,"Eastern"
"Westbrook School District",NA,"2013-2014","Bullying","Number","Students with at least 1 incident",-6666,3,"Eastern"
"Westbrook School District",NA,"2013-2014","Bullying","Number","Total Incidents",-6666,3,"Eastern"
"Westbrook School District",NA,"2014-2015","Bullying","Number","Students with at least 1 incident",-6666,3,"Eastern"
"Westbrook School District",NA,"2014-2015","Bullying","Number","Total Incidents",-6666,3,"Eastern"
"Westbrook School District",NA,"2015-2016","Bullying","Number","Students with at least 1 incident",-6666,3,"Eastern"
"Westbrook School District",NA,"2015-2016","Bullying","Number","Total Incidents",-6666,3,"Eastern"
"Westbrook School District",NA,"2016-2017","Bullying","Number","Students with at least 1 incident",-6666,3,"Eastern"
"Westbrook School District",NA,"2016-2017","Bullying","Number","Total Incidents",-6666,3,"Eastern"
"Western Connecticut Regional Educational Services",NA,"2012-2013","Bullying","Number","Students with at least 1 incident",-6666,5,"Western"
"Western Connecticut Regional Educational Services",NA,"2012-2013","Bullying","Number","Total Incidents",-6666,5,"Western"
"Western Connecticut Regional Educational Services",NA,"2013-2014","Bullying","Number","Students with at least 1 incident",-6666,5,"Western"
"Western Connecticut Regional Educational Services",NA,"2013-2014","Bullying","Number","Total Incidents",-6666,5,"Western"
"Western Connecticut Regional Educational Services",NA,"2014-2015","Bullying","Number","Students with at least 1 incident",-6666,5,"Western"
"Western Connecticut Regional Educational Services",NA,"2014-2015","Bullying","Number","Total Incidents",-6666,5,"Western"
"Western Connecticut Regional Educational Services",NA,"2015-2016","Bullying","Number","Students with at least 1 incident",-6666,5,"Western"
"Western Connecticut Regional Educational Services",NA,"2015-2016","Bullying","Number","Total Incidents",-6666,5,"Western"
"Western Connecticut Regional Educational Services",NA,"2016-2017","Bullying","Number","Students with at least 1 incident",-6666,5,"Western"
"Western Connecticut Regional Educational Services",NA,"2016-2017","Bullying","Number","Total Incidents",-6666,5,"Western"
"West Hartford School District",900382590,"2012-2013","Bullying","Number","Students with at least 1 incident",24,4,"North Central"
"West Hartford School District",900382590,"2012-2013","Bullying","Number","Total Incidents",31,4,"North Central"
"West Hartford School District",900382590,"2013-2014","Bullying","Number","Students with at least 1 incident",22,4,"North Central"
"West Hartford School District",900382590,"2013-2014","Bullying","Number","Total Incidents",36,4,"North Central"
"West Hartford School District",900382590,"2014-2015","Bullying","Number","Students with at least 1 incident",-9999,4,"North Central"
"West Hartford School District",900382590,"2014-2015","Bullying","Number","Total Incidents",7,4,"North Central"
"West Hartford School District",900382590,"2015-2016","Bullying","Number","Students with at least 1 incident",10,4,"North Central"
"West Hartford School District",900382590,"2015-2016","Bullying","Number","Total Incidents",11,4,"North Central"
"West Hartford School District",900382590,"2016-2017","Bullying","Number","Students with at least 1 incident",9,4,"North Central"
"West Hartford School District",900382590,"2016-2017","Bullying","Number","Total Incidents",9,4,"North Central"
"West Haven School District",900982870,"2012-2013","Bullying","Number","Students with at least 1 incident",-9999,2,"South Central"
"West Haven School District",900982870,"2012-2013","Bullying","Number","Total Incidents",-9999,2,"South Central"
"West Haven School District",900982870,"2013-2014","Bullying","Number","Students with at least 1 incident",8,2,"South Central"
"West Haven School District",900982870,"2013-2014","Bullying","Number","Total Incidents",8,2,"South Central"
"West Haven School District",900982870,"2014-2015","Bullying","Number","Students with at least 1 incident",-9999,2,"South Central"
"West Haven School District",900982870,"2014-2015","Bullying","Number","Total Incidents",-9999,2,"South Central"
"West Haven School District",NA,"2015-2016","Bullying","Number","Students with at least 1 incident",-6666,2,"South Central"
"West Haven School District",NA,"2015-2016","Bullying","Number","Total Incidents",-6666,2,"South Central"
"West Haven School District",NA,"2016-2017","Bullying","Number","Students with at least 1 incident",-6666,2,"South Central"
"West Haven School District",NA,"2016-2017","Bullying","Number","Total Incidents",-6666,2,"South Central"
"Weston School District",900183430,"2012-2013","Bullying","Number","Students with at least 1 incident",-9999,1,"Southwest"
"Weston School District",900183430,"2012-2013","Bullying","Number","Total Incidents",-9999,1,"Southwest"
"Weston School District",900183430,"2013-2014","Bullying","Number","Students with at least 1 incident",-9999,1,"Southwest"
"Weston School District",900183430,"2013-2014","Bullying","Number","Total Incidents",-9999,1,"Southwest"
"Weston School District",NA,"2014-2015","Bullying","Number","Students with at least 1 incident",-6666,1,"Southwest"
