"District","FIPS","Year","Sanction Type","Variable","Measure Type","Value","R#","Region"
"Middletown School District",900747360,"2012-2013","Out-of-School Suspension","Sanctions","Number",421,3,"Eastern"
"Middletown School District",900747360,"2012-2013","Expulsion","Sanctions","Number",10,3,"Eastern"
"Middletown School District",900747360,"2012-2013","Bus Suspension","Sanctions","Number",16,3,"Eastern"
"Middletown School District",900747360,"2013-2014","In-School Suspension","Sanctions","Number",377,3,"Eastern"
"Middletown School District",900747360,"2013-2014","Out-of-School Suspension","Sanctions","Number",279,3,"Eastern"
"Middletown School District",900747360,"2013-2014","Expulsion","Sanctions","Number",13,3,"Eastern"
"Middletown School District",900747360,"2013-2014","Bus Suspension","Sanctions","Number",28,3,"Eastern"
"Middletown School District",900747360,"2014-2015","In-School Suspension","Sanctions","Number",492,3,"Eastern"
"Middletown School District",900747360,"2014-2015","Out-of-School Suspension","Sanctions","Number",274,3,"Eastern"
"Middletown School District",900747360,"2014-2015","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Middletown School District",900747360,"2014-2015","Bus Suspension","Sanctions","Number",18,3,"Eastern"
"Middletown School District",900747360,"2015-2016","In-School Suspension","Sanctions","Number",547,3,"Eastern"
"Middletown School District",900747360,"2015-2016","Out-of-School Suspension","Sanctions","Number",320,3,"Eastern"
"Middletown School District",900747360,"2015-2016","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Middletown School District",900747360,"2015-2016","Bus Suspension","Sanctions","Number",42,3,"Eastern"
"Middletown School District",900747360,"2016-2017","In-School Suspension","Sanctions","Number",435,3,"Eastern"
"Middletown School District",900747360,"2016-2017","Out-of-School Suspension","Sanctions","Number",258,3,"Eastern"
"Middletown School District",900747360,"2016-2017","Expulsion","Sanctions","Number",0,3,"Eastern"
"Middletown School District",900747360,"2016-2017","Bus Suspension","Sanctions","Number",39,3,"Eastern"
"Milford School District",900947535,"2009-2010","In-School Suspension","Sanctions","Number",431,2,"South Central"
"Milford School District",900947535,"2009-2010","Out-of-School Suspension","Sanctions","Number",234,2,"South Central"
"Milford School District",900947535,"2009-2010","Expulsion","Sanctions","Number",-9999,2,"South Central"
"Milford School District",900947535,"2009-2010","Bus Suspension","Sanctions","Number",-9999,2,"South Central"
"Milford School District",900947535,"2010-2011","In-School Suspension","Sanctions","Number",197,2,"South Central"
"Milford School District",900947535,"2010-2011","Out-of-School Suspension","Sanctions","Number",164,2,"South Central"
"Milford School District",900947535,"2010-2011","Expulsion","Sanctions","Number",-9999,2,"South Central"
"Milford School District",900947535,"2010-2011","Bus Suspension","Sanctions","Number",0,2,"South Central"
"Milford School District",900947535,"2011-2012","In-School Suspension","Sanctions","Number",562,2,"South Central"
"Milford School District",900947535,"2011-2012","Out-of-School Suspension","Sanctions","Number",235,2,"South Central"
"Milford School District",900947535,"2011-2012","Expulsion","Sanctions","Number",6,2,"South Central"
"Milford School District",900947535,"2011-2012","Bus Suspension","Sanctions","Number",0,2,"South Central"
"Milford School District",900947535,"2012-2013","In-School Suspension","Sanctions","Number",597,2,"South Central"
"Milford School District",900947535,"2012-2013","Out-of-School Suspension","Sanctions","Number",301,2,"South Central"
"Milford School District",900947535,"2012-2013","Expulsion","Sanctions","Number",-9999,2,"South Central"
"Milford School District",900947535,"2012-2013","Bus Suspension","Sanctions","Number",-9999,2,"South Central"
"Milford School District",900947535,"2013-2014","In-School Suspension","Sanctions","Number",520,2,"South Central"
"Milford School District",900947535,"2013-2014","Out-of-School Suspension","Sanctions","Number",210,2,"South Central"
"Milford School District",900947535,"2013-2014","Expulsion","Sanctions","Number",17,2,"South Central"
"Milford School District",900947535,"2013-2014","Bus Suspension","Sanctions","Number",0,2,"South Central"
"Milford School District",900947535,"2014-2015","In-School Suspension","Sanctions","Number",533,2,"South Central"
"Milford School District",900947535,"2014-2015","Out-of-School Suspension","Sanctions","Number",199,2,"South Central"
"Milford School District",900947535,"2014-2015","Expulsion","Sanctions","Number",8,2,"South Central"
"Milford School District",900947535,"2014-2015","Bus Suspension","Sanctions","Number",-9999,2,"South Central"
"Milford School District",900947535,"2015-2016","In-School Suspension","Sanctions","Number",660,2,"South Central"
"Milford School District",900947535,"2015-2016","Out-of-School Suspension","Sanctions","Number",192,2,"South Central"
"Milford School District",900947535,"2015-2016","Expulsion","Sanctions","Number",8,2,"South Central"
"Milford School District",900947535,"2015-2016","Bus Suspension","Sanctions","Number",6,2,"South Central"
"Milford School District",900947535,"2016-2017","In-School Suspension","Sanctions","Number",600,2,"South Central"
"Milford School District",900947535,"2016-2017","Out-of-School Suspension","Sanctions","Number",120,2,"South Central"
"Milford School District",900947535,"2016-2017","Expulsion","Sanctions","Number",9,2,"South Central"
"Milford School District",900947535,"2016-2017","Bus Suspension","Sanctions","Number",-9999,2,"South Central"
"Monroe School District",900148620,"2009-2010","In-School Suspension","Sanctions","Number",97,1,"Southwest"
"Monroe School District",900148620,"2009-2010","Out-of-School Suspension","Sanctions","Number",29,1,"Southwest"
"Monroe School District",900148620,"2009-2010","Expulsion","Sanctions","Number",0,1,"Southwest"
"Monroe School District",900148620,"2009-2010","Bus Suspension","Sanctions","Number",-9999,1,"Southwest"
"Monroe School District",900148620,"2010-2011","In-School Suspension","Sanctions","Number",93,1,"Southwest"
"Monroe School District",900148620,"2010-2011","Out-of-School Suspension","Sanctions","Number",16,1,"Southwest"
"Monroe School District",900148620,"2010-2011","Expulsion","Sanctions","Number",10,1,"Southwest"
"Monroe School District",900148620,"2010-2011","Bus Suspension","Sanctions","Number",-9999,1,"Southwest"
"Monroe School District",900148620,"2011-2012","In-School Suspension","Sanctions","Number",48,1,"Southwest"
"Monroe School District",900148620,"2011-2012","Out-of-School Suspension","Sanctions","Number",22,1,"Southwest"
"Monroe School District",900148620,"2011-2012","Expulsion","Sanctions","Number",-9999,1,"Southwest"
"Monroe School District",900148620,"2011-2012","Bus Suspension","Sanctions","Number",0,1,"Southwest"
"Monroe School District",900148620,"2012-2013","In-School Suspension","Sanctions","Number",42,1,"Southwest"
"Monroe School District",900148620,"2012-2013","Out-of-School Suspension","Sanctions","Number",29,1,"Southwest"
"Monroe School District",900148620,"2012-2013","Expulsion","Sanctions","Number",0,1,"Southwest"
"Monroe School District",900148620,"2012-2013","Bus Suspension","Sanctions","Number",-9999,1,"Southwest"
"Monroe School District",900148620,"2013-2014","In-School Suspension","Sanctions","Number",46,1,"Southwest"
"Monroe School District",900148620,"2013-2014","Out-of-School Suspension","Sanctions","Number",32,1,"Southwest"
"Monroe School District",900148620,"2013-2014","Expulsion","Sanctions","Number",-9999,1,"Southwest"
"Monroe School District",900148620,"2013-2014","Bus Suspension","Sanctions","Number",0,1,"Southwest"
"Monroe School District",900148620,"2014-2015","In-School Suspension","Sanctions","Number",52,1,"Southwest"
"Monroe School District",900148620,"2014-2015","Out-of-School Suspension","Sanctions","Number",25,1,"Southwest"
"Monroe School District",900148620,"2014-2015","Expulsion","Sanctions","Number",-9999,1,"Southwest"
"Monroe School District",900148620,"2014-2015","Bus Suspension","Sanctions","Number",0,1,"Southwest"
"Monroe School District",900148620,"2015-2016","In-School Suspension","Sanctions","Number",56,1,"Southwest"
"Monroe School District",900148620,"2015-2016","Out-of-School Suspension","Sanctions","Number",35,1,"Southwest"
"Monroe School District",900148620,"2015-2016","Expulsion","Sanctions","Number",0,1,"Southwest"
"Monroe School District",900148620,"2015-2016","Bus Suspension","Sanctions","Number",0,1,"Southwest"
"Monroe School District",900148620,"2016-2017","In-School Suspension","Sanctions","Number",62,1,"Southwest"
"Monroe School District",900148620,"2016-2017","Out-of-School Suspension","Sanctions","Number",42,1,"Southwest"
"Monroe School District",900148620,"2016-2017","Expulsion","Sanctions","Number",-9999,1,"Southwest"
"Monroe School District",900148620,"2016-2017","Bus Suspension","Sanctions","Number",0,1,"Southwest"
"Montville School District",901148900,"2009-2010","In-School Suspension","Sanctions","Number",443,3,"Eastern"
"Montville School District",901148900,"2009-2010","Out-of-School Suspension","Sanctions","Number",123,3,"Eastern"
"Montville School District",901148900,"2009-2010","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Montville School District",901148900,"2009-2010","Bus Suspension","Sanctions","Number",23,3,"Eastern"
"Montville School District",901148900,"2010-2011","In-School Suspension","Sanctions","Number",476,3,"Eastern"
"Montville School District",901148900,"2010-2011","Out-of-School Suspension","Sanctions","Number",151,3,"Eastern"
"Montville School District",901148900,"2010-2011","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Montville School District",901148900,"2010-2011","Bus Suspension","Sanctions","Number",21,3,"Eastern"
"Montville School District",901148900,"2011-2012","In-School Suspension","Sanctions","Number",777,3,"Eastern"
"Montville School District",901148900,"2011-2012","Out-of-School Suspension","Sanctions","Number",203,3,"Eastern"
"Montville School District",901148900,"2011-2012","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Montville School District",901148900,"2011-2012","Bus Suspension","Sanctions","Number",20,3,"Eastern"
"Montville School District",901148900,"2012-2013","In-School Suspension","Sanctions","Number",213,3,"Eastern"
"Montville School District",901148900,"2012-2013","Out-of-School Suspension","Sanctions","Number",109,3,"Eastern"
"Montville School District",901148900,"2012-2013","Expulsion","Sanctions","Number",0,3,"Eastern"
"Montville School District",901148900,"2012-2013","Bus Suspension","Sanctions","Number",18,3,"Eastern"
"Montville School District",901148900,"2013-2014","In-School Suspension","Sanctions","Number",128,3,"Eastern"
"Montville School District",901148900,"2013-2014","Out-of-School Suspension","Sanctions","Number",72,3,"Eastern"
"Montville School District",901148900,"2013-2014","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Montville School District",901148900,"2013-2014","Bus Suspension","Sanctions","Number",10,3,"Eastern"
"Montville School District",901148900,"2014-2015","In-School Suspension","Sanctions","Number",112,3,"Eastern"
"Montville School District",901148900,"2014-2015","Out-of-School Suspension","Sanctions","Number",88,3,"Eastern"
"Montville School District",901148900,"2014-2015","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Montville School District",901148900,"2014-2015","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Montville School District",901148900,"2015-2016","In-School Suspension","Sanctions","Number",116,3,"Eastern"
"Montville School District",901148900,"2015-2016","Out-of-School Suspension","Sanctions","Number",67,3,"Eastern"
"Montville School District",901148900,"2015-2016","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Montville School District",901148900,"2015-2016","Bus Suspension","Sanctions","Number",6,3,"Eastern"
"Montville School District",901148900,"2016-2017","In-School Suspension","Sanctions","Number",113,3,"Eastern"
"Montville School District",901148900,"2016-2017","Out-of-School Suspension","Sanctions","Number",58,3,"Eastern"
"Montville School District",901148900,"2016-2017","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Montville School District",901148900,"2016-2017","Bus Suspension","Sanctions","Number",15,3,"Eastern"
"Naugatuck School District",900949950,"2009-2010","In-School Suspension","Sanctions","Number",1048,5,"Western"
"Naugatuck School District",900949950,"2009-2010","Out-of-School Suspension","Sanctions","Number",324,5,"Western"
"Naugatuck School District",900949950,"2009-2010","Expulsion","Sanctions","Number",11,5,"Western"
"Naugatuck School District",900949950,"2009-2010","Bus Suspension","Sanctions","Number",22,5,"Western"
"Naugatuck School District",900949950,"2010-2011","In-School Suspension","Sanctions","Number",1355,5,"Western"
"Naugatuck School District",900949950,"2010-2011","Out-of-School Suspension","Sanctions","Number",422,5,"Western"
"Naugatuck School District",900949950,"2010-2011","Expulsion","Sanctions","Number",-9999,5,"Western"
"Naugatuck School District",900949950,"2010-2011","Bus Suspension","Sanctions","Number",6,5,"Western"
"Naugatuck School District",900949950,"2011-2012","In-School Suspension","Sanctions","Number",886,5,"Western"
"Naugatuck School District",900949950,"2011-2012","Out-of-School Suspension","Sanctions","Number",351,5,"Western"
"Naugatuck School District",900949950,"2011-2012","Expulsion","Sanctions","Number",8,5,"Western"
"Naugatuck School District",900949950,"2011-2012","Bus Suspension","Sanctions","Number",9,5,"Western"
"Naugatuck School District",900949950,"2012-2013","In-School Suspension","Sanctions","Number",383,5,"Western"
"Naugatuck School District",900949950,"2012-2013","Out-of-School Suspension","Sanctions","Number",351,5,"Western"
"Naugatuck School District",900949950,"2012-2013","Expulsion","Sanctions","Number",0,5,"Western"
"Naugatuck School District",900949950,"2012-2013","Bus Suspension","Sanctions","Number",-9999,5,"Western"
"Naugatuck School District",900949950,"2013-2014","In-School Suspension","Sanctions","Number",512,5,"Western"
