"District","FIPS","Year","Sanction Type","Variable","Measure Type","Value"
"Griswold School District",901133900,"2015-2016","Bus Suspension","Sanctions","Number",0
"Griswold School District",901133900,"2016-2017","In-School Suspension","Sanctions","Number",96
"Griswold School District",901133900,"2016-2017","Out-of-School Suspension","Sanctions","Number",69
"Griswold School District",901133900,"2016-2017","Expulsion","Sanctions","Number",-9999
"Griswold School District",901133900,"2016-2017","Bus Suspension","Sanctions","Number",-9999
"Groton School District",901134250,"2009-2010","In-School Suspension","Sanctions","Number",503
"Groton School District",901134250,"2009-2010","Out-of-School Suspension","Sanctions","Number",257
"Groton School District",901134250,"2009-2010","Expulsion","Sanctions","Number",29
"Groton School District",901134250,"2009-2010","Bus Suspension","Sanctions","Number",7
"Groton School District",901134250,"2010-2011","In-School Suspension","Sanctions","Number",586
"Groton School District",901134250,"2010-2011","Out-of-School Suspension","Sanctions","Number",224
"Groton School District",901134250,"2010-2011","Expulsion","Sanctions","Number",26
"Groton School District",901134250,"2010-2011","Bus Suspension","Sanctions","Number",-9999
"Groton School District",901134250,"2011-2012","In-School Suspension","Sanctions","Number",539
"Groton School District",901134250,"2011-2012","Out-of-School Suspension","Sanctions","Number",363
"Groton School District",901134250,"2011-2012","Expulsion","Sanctions","Number",26
"Groton School District",901134250,"2011-2012","Bus Suspension","Sanctions","Number",8
"Groton School District",901134250,"2012-2013","In-School Suspension","Sanctions","Number",479
"Groton School District",901134250,"2012-2013","Out-of-School Suspension","Sanctions","Number",267
"Groton School District",901134250,"2012-2013","Expulsion","Sanctions","Number",17
"Groton School District",901134250,"2012-2013","Bus Suspension","Sanctions","Number",9
"Groton School District",901134250,"2013-2014","In-School Suspension","Sanctions","Number",479
"Groton School District",901134250,"2013-2014","Out-of-School Suspension","Sanctions","Number",325
"Groton School District",901134250,"2013-2014","Expulsion","Sanctions","Number",11
"Groton School District",901134250,"2013-2014","Bus Suspension","Sanctions","Number",13
"Groton School District",901134250,"2014-2015","In-School Suspension","Sanctions","Number",607
"Groton School District",901134250,"2014-2015","Out-of-School Suspension","Sanctions","Number",301
"Groton School District",901134250,"2014-2015","Expulsion","Sanctions","Number",7
"Groton School District",901134250,"2014-2015","Bus Suspension","Sanctions","Number",12
"Groton School District",901134250,"2015-2016","In-School Suspension","Sanctions","Number",637
"Groton School District",901134250,"2015-2016","Out-of-School Suspension","Sanctions","Number",292
"Groton School District",901134250,"2015-2016","Expulsion","Sanctions","Number",-9999
"Groton School District",901134250,"2015-2016","Bus Suspension","Sanctions","Number",-9999
"Groton School District",901134250,"2016-2017","In-School Suspension","Sanctions","Number",549
"Groton School District",901134250,"2016-2017","Out-of-School Suspension","Sanctions","Number",245
"Groton School District",901134250,"2016-2017","Expulsion","Sanctions","Number",6
"Groton School District",901134250,"2016-2017","Bus Suspension","Sanctions","Number",0
"Guilford School District",900934950,"2009-2010","In-School Suspension","Sanctions","Number",83
"Guilford School District",900934950,"2009-2010","Out-of-School Suspension","Sanctions","Number",79
"Guilford School District",900934950,"2009-2010","Expulsion","Sanctions","Number",6
"Guilford School District",900934950,"2009-2010","Bus Suspension","Sanctions","Number",0
"Guilford School District",900934950,"2010-2011","In-School Suspension","Sanctions","Number",108
"Guilford School District",900934950,"2010-2011","Out-of-School Suspension","Sanctions","Number",79
"Guilford School District",900934950,"2010-2011","Expulsion","Sanctions","Number",-9999
"Guilford School District",900934950,"2010-2011","Bus Suspension","Sanctions","Number",0
"Guilford School District",900934950,"2011-2012","In-School Suspension","Sanctions","Number",198
"Guilford School District",900934950,"2011-2012","Out-of-School Suspension","Sanctions","Number",87
"Guilford School District",900934950,"2011-2012","Expulsion","Sanctions","Number",6
"Guilford School District",900934950,"2011-2012","Bus Suspension","Sanctions","Number",-9999
"Guilford School District",900934950,"2012-2013","In-School Suspension","Sanctions","Number",127
"Guilford School District",900934950,"2012-2013","Out-of-School Suspension","Sanctions","Number",54
"Guilford School District",900934950,"2012-2013","Expulsion","Sanctions","Number",-9999
"Guilford School District",900934950,"2012-2013","Bus Suspension","Sanctions","Number",-9999
"Guilford School District",900934950,"2013-2014","In-School Suspension","Sanctions","Number",102
"Guilford School District",900934950,"2013-2014","Out-of-School Suspension","Sanctions","Number",67
"Guilford School District",900934950,"2013-2014","Expulsion","Sanctions","Number",8
"Guilford School District",900934950,"2013-2014","Bus Suspension","Sanctions","Number",-9999
"Guilford School District",900934950,"2014-2015","In-School Suspension","Sanctions","Number",70
"Guilford School District",900934950,"2014-2015","Out-of-School Suspension","Sanctions","Number",38
"Guilford School District",900934950,"2014-2015","Expulsion","Sanctions","Number",-9999
"Guilford School District",900934950,"2014-2015","Bus Suspension","Sanctions","Number",-9999
"Guilford School District",900934950,"2015-2016","In-School Suspension","Sanctions","Number",65
"Guilford School District",900934950,"2015-2016","Out-of-School Suspension","Sanctions","Number",43
"Guilford School District",900934950,"2015-2016","Expulsion","Sanctions","Number",-9999
"Guilford School District",900934950,"2015-2016","Bus Suspension","Sanctions","Number",0
"Guilford School District",900934950,"2016-2017","In-School Suspension","Sanctions","Number",57
"Guilford School District",900934950,"2016-2017","Out-of-School Suspension","Sanctions","Number",21
"Guilford School District",900934950,"2016-2017","Expulsion","Sanctions","Number",-9999
"Guilford School District",900934950,"2016-2017","Bus Suspension","Sanctions","Number",-9999
"Hamden School District",900935650,"2009-2010","In-School Suspension","Sanctions","Number",1427
"Hamden School District",900935650,"2009-2010","Out-of-School Suspension","Sanctions","Number",615
"Hamden School District",900935650,"2009-2010","Expulsion","Sanctions","Number",16
"Hamden School District",900935650,"2009-2010","Bus Suspension","Sanctions","Number",28
"Hamden School District",900935650,"2010-2011","In-School Suspension","Sanctions","Number",1458
"Hamden School District",900935650,"2010-2011","Out-of-School Suspension","Sanctions","Number",558
"Hamden School District",900935650,"2010-2011","Expulsion","Sanctions","Number",12
"Hamden School District",900935650,"2010-2011","Bus Suspension","Sanctions","Number",33
"Hamden School District",900935650,"2011-2012","In-School Suspension","Sanctions","Number",1040
"Hamden School District",900935650,"2011-2012","Out-of-School Suspension","Sanctions","Number",439
"Hamden School District",900935650,"2011-2012","Expulsion","Sanctions","Number",36
"Hamden School District",900935650,"2011-2012","Bus Suspension","Sanctions","Number",22
"Hamden School District",900935650,"2012-2013","In-School Suspension","Sanctions","Number",1078
"Hamden School District",900935650,"2012-2013","Out-of-School Suspension","Sanctions","Number",520
"Hamden School District",900935650,"2012-2013","Expulsion","Sanctions","Number",18
"Hamden School District",900935650,"2012-2013","Bus Suspension","Sanctions","Number",29
"Hamden School District",900935650,"2013-2014","In-School Suspension","Sanctions","Number",881
"Hamden School District",900935650,"2013-2014","Out-of-School Suspension","Sanctions","Number",538
"Hamden School District",900935650,"2013-2014","Expulsion","Sanctions","Number",10
"Hamden School District",900935650,"2013-2014","Bus Suspension","Sanctions","Number",19
"Hamden School District",900935650,"2014-2015","In-School Suspension","Sanctions","Number",581
"Hamden School District",900935650,"2014-2015","Out-of-School Suspension","Sanctions","Number",357
"Hamden School District",900935650,"2014-2015","Expulsion","Sanctions","Number",19
"Hamden School District",900935650,"2014-2015","Bus Suspension","Sanctions","Number",44
"Hamden School District",900935650,"2015-2016","In-School Suspension","Sanctions","Number",572
"Hamden School District",900935650,"2015-2016","Out-of-School Suspension","Sanctions","Number",370
"Hamden School District",900935650,"2015-2016","Expulsion","Sanctions","Number",7
"Hamden School District",900935650,"2015-2016","Bus Suspension","Sanctions","Number",34
"Hamden School District",900935650,"2016-2017","In-School Suspension","Sanctions","Number",722
"Hamden School District",900935650,"2016-2017","Out-of-School Suspension","Sanctions","Number",341
"Hamden School District",900935650,"2016-2017","Expulsion","Sanctions","Number",-9999
"Hamden School District",900935650,"2016-2017","Bus Suspension","Sanctions","Number",33
"Hampton School District",NA,"2009-2010","In-School Suspension","Sanctions","Number",10
"Hampton School District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",-9999
"Hampton School District",NA,"2009-2010","Expulsion","Sanctions","Number",0
"Hampton School District",NA,"2009-2010","Bus Suspension","Sanctions","Number",0
"Hampton School District",NA,"2010-2011","In-School Suspension","Sanctions","Number",8
"Hampton School District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",-9999
"Hampton School District",NA,"2010-2011","Expulsion","Sanctions","Number",0
"Hampton School District",NA,"2010-2011","Bus Suspension","Sanctions","Number",0
"Hampton School District",NA,"2011-2012","In-School Suspension","Sanctions","Number",6
"Hampton School District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",0
"Hampton School District",NA,"2011-2012","Expulsion","Sanctions","Number",0
"Hampton School District",NA,"2011-2012","Bus Suspension","Sanctions","Number",0
"Hampton School District",NA,"2012-2013","In-School Suspension","Sanctions","Number",-6666
"Hampton School District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",-6666
"Hampton School District",NA,"2012-2013","Expulsion","Sanctions","Number",-6666
"Hampton School District",NA,"2012-2013","Bus Suspension","Sanctions","Number",-6666
"Hampton School District",NA,"2013-2014","In-School Suspension","Sanctions","Number",0
"Hampton School District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",0
"Hampton School District",NA,"2013-2014","Expulsion","Sanctions","Number",0
"Hampton School District",NA,"2013-2014","Bus Suspension","Sanctions","Number",-9999
"Hampton School District",NA,"2014-2015","In-School Suspension","Sanctions","Number",-6666
"Hampton School District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",-6666
"Hampton School District",NA,"2014-2015","Expulsion","Sanctions","Number",-6666
"Hampton School District",NA,"2014-2015","Bus Suspension","Sanctions","Number",-6666
"Hampton School District",NA,"2015-2016","In-School Suspension","Sanctions","Number",-9999
"Hampton School District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",0
"Hampton School District",NA,"2015-2016","Expulsion","Sanctions","Number",0
"Hampton School District",NA,"2015-2016","Bus Suspension","Sanctions","Number",0
"Hampton School District",NA,"2016-2017","In-School Suspension","Sanctions","Number",0
"Hampton School District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",0
"Hampton School District",NA,"2016-2017","Expulsion","Sanctions","Number",0
"Hampton School District",NA,"2016-2017","Bus Suspension","Sanctions","Number",-9999
"Hartford School District",900337070,"2009-2010","In-School Suspension","Sanctions","Number",4228
"Hartford School District",900337070,"2009-2010","Out-of-School Suspension","Sanctions","Number",7321
"Hartford School District",900337070,"2009-2010","Expulsion","Sanctions","Number",139
"Hartford School District",900337070,"2009-2010","Bus Suspension","Sanctions","Number",34
"Hartford School District",900337070,"2010-2011","In-School Suspension","Sanctions","Number",4163
"Hartford School District",900337070,"2010-2011","Out-of-School Suspension","Sanctions","Number",4775
